ID,Age,Overall,Potential,Wage,Special,International Reputation,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
186845,30,65,65,1000000.0,1712,1.0,163,70.0,41.0,44.0,63.0,46.0,54.0,65.0,47.0,60.0,58.0,74.0,78.0,66.0,65.0,70.0,56.0,61.0,79.0,64.0,54.0,62.0,70.0,58.0,43.0,50.0,63.0,53.0,54.0,60.0,13.0,9.0,6.0,7.0,12.0
188381,32,65,65,2000000.0,1561,1.0,179,54.0,64.0,64.0,59.0,59.0,62.0,50.0,45.0,48.0,66.0,57.0,64.0,70.0,68.0,55.0,67.0,70.0,63.0,73.0,62.0,44.0,13.0,63.0,47.0,65.0,54.0,26.0,11.0,11.0,16.0,10.0,12.0,16.0,7.0
200670,26,65,68,2000000.0,1716,1.0,154,61.0,46.0,56.0,63.0,42.0,63.0,59.0,42.0,52.0,56.0,78.0,77.0,43.0,61.0,67.0,60.0,66.0,68.0,64.0,44.0,76.0,61.0,59.0,56.0,55.0,55.0,63.0,66.0,63.0,13.0,9.0,11.0,9.0,7.0
213982,25,65,71,1000000.0,1551,1.0,159,48.0,42.0,66.0,48.0,60.0,44.0,23.0,22.0,39.0,50.0,70.0,67.0,68.0,63.0,67.0,52.0,73.0,75.0,70.0,36.0,65.0,75.0,24.0,33.0,38.0,54.0,65.0,64.0,49.0,10.0,15.0,10.0,9.0,11.0
222430,26,65,67,1000000.0,1693,1.0,143,60.0,49.0,47.0,52.0,25.0,63.0,29.0,34.0,47.0,63.0,84.0,85.0,92.0,59.0,87.0,67.0,85.0,80.0,32.0,55.0,60.0,65.0,45.0,58.0,38.0,57.0,55.0,61.0,62.0,10.0,16.0,7.0,11.0,10.0
228318,20,65,79,11000000.0,1636,1.0,154,61.0,56.0,45.0,63.0,59.0,72.0,52.0,48.0,59.0,63.0,76.0,70.0,77.0,58.0,72.0,56.0,59.0,64.0,58.0,59.0,50.0,30.0,59.0,66.0,54.0,57.0,27.0,29.0,32.0,14.0,11.0,13.0,11.0,13.0
193246,31,65,65,2000000.0,1830,1.0,165,58.0,62.0,65.0,59.0,62.0,65.0,66.0,51.0,51.0,66.0,77.0,75.0,71.0,62.0,70.0,72.0,84.0,69.0,65.0,68.0,70.0,51.0,62.0,61.0,48.0,63.0,53.0,53.0,50.0,10.0,14.0,16.0,10.0,14.0
225759,23,65,70,3000000.0,1589,1.0,148,60.0,58.0,44.0,62.0,60.0,67.0,47.0,36.0,50.0,63.0,90.0,90.0,87.0,51.0,61.0,61.0,67.0,67.0,50.0,48.0,35.0,23.0,65.0,52.0,52.0,61.0,38.0,31.0,30.0,7.0,11.0,6.0,12.0,8.0
241887,19,65,80,1000000.0,1603,1.0,146,63.0,63.0,52.0,63.0,49.0,70.0,57.0,53.0,52.0,67.0,67.0,71.0,73.0,57.0,76.0,47.0,59.0,55.0,50.0,51.0,50.0,30.0,65.0,63.0,50.0,70.0,38.0,27.0,31.0,10.0,12.0,9.0,11.0,12.0
244703,26,65,66,4000000.0,1616,1.0,165,56.0,43.0,53.0,79.0,52.0,51.0,58.0,47.0,72.0,62.0,52.0,60.0,45.0,60.0,61.0,51.0,58.0,52.0,50.0,34.0,58.0,59.0,44.0,62.0,60.0,58.0,67.0,64.0,64.0,7.0,6.0,12.0,9.0,8.0
202464,24,65,68,2000000.0,1729,1.0,161,60.0,55.0,55.0,61.0,58.0,64.0,63.0,56.0,59.0,62.0,81.0,80.0,92.0,60.0,72.0,56.0,56.0,70.0,58.0,57.0,57.0,48.0,60.0,62.0,41.0,56.0,50.0,44.0,41.0,10.0,16.0,8.0,7.0,10.0
216288,24,65,68,2000000.0,1745,1.0,174,57.0,37.0,49.0,65.0,36.0,58.0,40.0,34.0,60.0,63.0,69.0,73.0,75.0,53.0,84.0,67.0,80.0,79.0,74.0,54.0,80.0,63.0,47.0,56.0,50.0,49.0,54.0,67.0,64.0,10.0,11.0,15.0,10.0,11.0
217313,21,65,72,2000000.0,1648,1.0,152,61.0,60.0,53.0,59.0,52.0,66.0,48.0,42.0,42.0,64.0,85.0,84.0,74.0,61.0,73.0,62.0,60.0,64.0,65.0,56.0,68.0,23.0,67.0,58.0,58.0,59.0,38.0,25.0,30.0,14.0,7.0,15.0,7.0,7.0
220385,24,65,70,1000000.0,1519,1.0,176,33.0,41.0,64.0,60.0,25.0,36.0,37.0,29.0,52.0,59.0,50.0,57.0,52.0,62.0,59.0,52.0,65.0,70.0,73.0,35.0,74.0,64.0,44.0,47.0,41.0,50.0,57.0,66.0,63.0,12.0,12.0,6.0,13.0,9.0
226785,25,65,70,2000000.0,1646,1.0,165,49.0,36.0,63.0,61.0,35.0,58.0,49.0,33.0,57.0,61.0,65.0,65.0,59.0,62.0,62.0,50.0,73.0,68.0,73.0,39.0,69.0,61.0,56.0,57.0,43.0,63.0,64.0,63.0,59.0,11.0,15.0,8.0,15.0,7.0
237538,25,65,69,2000000.0,1803,1.0,170,58.0,57.0,59.0,65.0,41.0,62.0,57.0,47.0,60.0,65.0,70.0,68.0,74.0,66.0,72.0,62.0,71.0,88.0,67.0,59.0,78.0,58.0,62.0,61.0,45.0,61.0,62.0,61.0,62.0,9.0,6.0,6.0,12.0,13.0
238562,26,65,66,2000000.0,1686,1.0,168,58.0,59.0,59.0,59.0,50.0,63.0,39.0,47.0,56.0,62.0,90.0,90.0,61.0,60.0,61.0,74.0,74.0,75.0,67.0,66.0,60.0,40.0,58.0,58.0,59.0,57.0,42.0,26.0,19.0,8.0,13.0,11.0,11.0,11.0
213987,24,65,70,1000000.0,1603,1.0,159,67.0,22.0,54.0,58.0,24.0,59.0,30.0,35.0,63.0,61.0,88.0,84.0,70.0,53.0,75.0,43.0,73.0,79.0,65.0,24.0,58.0,52.0,48.0,55.0,31.0,44.0,55.0,65.0,63.0,7.0,9.0,11.0,11.0,11.0
222435,25,65,71,4000000.0,1632,1.0,174,34.0,30.0,58.0,62.0,45.0,49.0,35.0,36.0,59.0,59.0,65.0,61.0,57.0,63.0,72.0,44.0,73.0,78.0,69.0,44.0,65.0,65.0,57.0,53.0,45.0,55.0,65.0,66.0,62.0,13.0,15.0,15.0,8.0,10.0
236772,17,65,83,4000000.0,1719,1.0,154,67.0,62.0,58.0,63.0,68.0,67.0,72.0,73.0,58.0,70.0,75.0,79.0,74.0,55.0,69.0,72.0,72.0,53.0,59.0,71.0,45.0,25.0,58.0,59.0,64.0,55.0,30.0,28.0,24.0,10.0,10.0,13.0,10.0,6.0
238820,22,65,74,6000000.0,1758,1.0,165,59.0,57.0,55.0,62.0,40.0,67.0,57.0,45.0,58.0,64.0,79.0,82.0,69.0,59.0,57.0,60.0,72.0,80.0,68.0,59.0,51.0,58.0,62.0,61.0,37.0,60.0,68.0,61.0,58.0,14.0,10.0,9.0,13.0,7.0
240100,23,65,71,1000000.0,1565,1.0,154,58.0,31.0,53.0,57.0,30.0,53.0,43.0,31.0,49.0,60.0,74.0,77.0,72.0,63.0,77.0,26.0,63.0,69.0,49.0,30.0,59.0,67.0,54.0,45.0,38.0,54.0,63.0,62.0,61.0,10.0,15.0,10.0,5.0,11.0
245732,19,65,76,1000000.0,1505,1.0,170,35.0,66.0,66.0,55.0,52.0,57.0,38.0,28.0,48.0,64.0,68.0,71.0,65.0,61.0,55.0,64.0,65.0,59.0,64.0,55.0,57.0,21.0,67.0,58.0,62.0,60.0,24.0,15.0,18.0,10.0,8.0,7.0,10.0,12.0
193252,30,65,65,5000000.0,1781,1.0,165,65.0,54.0,51.0,64.0,56.0,61.0,71.0,38.0,59.0,63.0,71.0,75.0,72.0,56.0,73.0,51.0,83.0,69.0,70.0,52.0,64.0,62.0,54.0,58.0,49.0,55.0,64.0,65.0,62.0,10.0,6.0,12.0,8.0,13.0
208869,24,65,69,3000000.0,1595,1.0,181,35.0,61.0,51.0,58.0,57.0,65.0,53.0,33.0,48.0,62.0,85.0,88.0,70.0,60.0,71.0,69.0,58.0,67.0,75.0,60.0,65.0,15.0,59.0,55.0,60.0,50.0,14.0,27.0,19.0,8.0,15.0,12.0,7.0,13.0
212709,27,65,65,2000000.0,1762,1.0,152,63.0,43.0,49.0,60.0,60.0,65.0,69.0,62.0,69.0,63.0,53.0,60.0,64.0,66.0,62.0,76.0,52.0,69.0,63.0,59.0,62.0,66.0,59.0,53.0,38.0,60.0,67.0,67.0,68.0,8.0,14.0,10.0,14.0,9.0
213221,23,65,71,3000000.0,1747,1.0,137,56.0,35.0,63.0,65.0,43.0,57.0,59.0,34.0,67.0,63.0,78.0,76.0,76.0,60.0,75.0,58.0,80.0,65.0,59.0,49.0,65.0,65.0,41.0,58.0,46.0,72.0,62.0,65.0,66.0,13.0,12.0,9.0,12.0,15.0
229349,21,65,77,5000000.0,1531,1.0,141,50.0,32.0,63.0,58.0,34.0,50.0,32.0,29.0,52.0,52.0,65.0,60.0,52.0,51.0,70.0,43.0,73.0,64.0,72.0,34.0,68.0,62.0,31.0,36.0,49.0,62.0,66.0,67.0,64.0,14.0,12.0,12.0,7.0,7.0
245733,22,65,72,8000000.0,1483,1.0,207,30.0,70.0,70.0,49.0,67.0,57.0,36.0,33.0,34.0,55.0,55.0,66.0,47.0,61.0,35.0,68.0,67.0,59.0,90.0,48.0,63.0,24.0,63.0,45.0,50.0,49.0,23.0,36.0,28.0,12.0,5.0,15.0,13.0,9.0
211174,24,65,68,2000000.0,1744,1.0,152,55.0,44.0,51.0,65.0,45.0,66.0,36.0,47.0,63.0,66.0,63.0,68.0,67.0,65.0,65.0,67.0,69.0,65.0,68.0,55.0,71.0,68.0,43.0,66.0,50.0,61.0,65.0,64.0,63.0,9.0,14.0,13.0,16.0,12.0
243942,21,65,75,1000000.0,1518,1.0,172,36.0,39.0,67.0,61.0,28.0,45.0,39.0,35.0,54.0,55.0,52.0,65.0,56.0,55.0,55.0,48.0,70.0,64.0,75.0,35.0,59.0,62.0,28.0,37.0,48.0,49.0,64.0,65.0,65.0,14.0,9.0,11.0,10.0,12.0
202727,27,65,66,2000000.0,1621,1.0,176,51.0,66.0,68.0,56.0,59.0,61.0,59.0,57.0,44.0,58.0,68.0,79.0,66.0,54.0,60.0,66.0,71.0,48.0,78.0,60.0,55.0,38.0,65.0,51.0,63.0,56.0,19.0,45.0,19.0,6.0,6.0,6.0,7.0,12.0
237032,21,65,73,5000000.0,1448,1.0,163,41.0,25.0,62.0,63.0,32.0,32.0,32.0,29.0,53.0,52.0,53.0,51.0,60.0,64.0,63.0,41.0,66.0,51.0,48.0,28.0,69.0,66.0,30.0,45.0,46.0,49.0,67.0,69.0,66.0,6.0,7.0,8.0,14.0,9.0
240872,25,65,68,1000000.0,1590,1.0,154,61.0,22.0,45.0,58.0,39.0,61.0,48.0,33.0,65.0,65.0,75.0,72.0,51.0,55.0,78.0,55.0,56.0,65.0,52.0,35.0,58.0,66.0,45.0,38.0,38.0,55.0,68.0,69.0,64.0,15.0,12.0,12.0,6.0,8.0
244968,24,65,68,4000000.0,1766,1.0,163,58.0,46.0,51.0,65.0,47.0,57.0,58.0,46.0,66.0,68.0,73.0,72.0,72.0,57.0,76.0,66.0,62.0,86.0,65.0,54.0,72.0,61.0,56.0,58.0,43.0,59.0,60.0,63.0,56.0,12.0,10.0,8.0,7.0,15.0
138729,35,65,65,3000000.0,1786,1.0,174,56.0,63.0,61.0,68.0,45.0,61.0,65.0,64.0,65.0,65.0,52.0,62.0,61.0,67.0,69.0,69.0,66.0,61.0,72.0,65.0,67.0,46.0,67.0,65.0,62.0,66.0,55.0,56.0,54.0,11.0,11.0,11.0,10.0,14.0
213993,25,65,68,4000000.0,1463,1.0,165,35.0,68.0,65.0,47.0,51.0,64.0,33.0,29.0,35.0,64.0,56.0,62.0,59.0,60.0,65.0,67.0,73.0,54.0,72.0,56.0,27.0,20.0,69.0,46.0,67.0,63.0,21.0,23.0,20.0,9.0,12.0,9.0,13.0,12.0
222697,25,65,67,2000000.0,1677,1.0,172,46.0,38.0,59.0,73.0,43.0,56.0,48.0,46.0,62.0,62.0,51.0,53.0,63.0,63.0,63.0,60.0,71.0,83.0,67.0,55.0,68.0,65.0,47.0,69.0,38.0,49.0,55.0,59.0,57.0,10.0,15.0,9.0,16.0,7.0
243946,28,65,65,8000000.0,1563,1.0,168,38.0,67.0,61.0,61.0,53.0,64.0,39.0,32.0,57.0,69.0,70.0,73.0,64.0,57.0,67.0,61.0,61.0,67.0,65.0,59.0,65.0,19.0,64.0,52.0,56.0,61.0,41.0,19.0,18.0,6.0,12.0,5.0,12.0,9.0
232171,25,65,69,1000000.0,1571,1.0,157,48.0,52.0,43.0,62.0,39.0,67.0,47.0,47.0,59.0,63.0,74.0,68.0,79.0,65.0,77.0,50.0,50.0,58.0,48.0,68.0,39.0,19.0,53.0,67.0,45.0,54.0,60.0,34.0,37.0,9.0,11.0,13.0,11.0,9.0
193771,26,65,66,3000000.0,1692,1.0,161,58.0,59.0,38.0,66.0,57.0,64.0,54.0,45.0,59.0,63.0,72.0,70.0,80.0,62.0,80.0,58.0,75.0,72.0,63.0,56.0,39.0,29.0,60.0,66.0,49.0,62.0,41.0,54.0,46.0,11.0,15.0,8.0,11.0,12.0
210156,34,65,65,6000000.0,1679,1.0,141,46.0,32.0,67.0,68.0,34.0,54.0,50.0,48.0,65.0,59.0,60.0,64.0,71.0,61.0,69.0,58.0,62.0,91.0,73.0,48.0,66.0,62.0,44.0,48.0,44.0,63.0,58.0,63.0,62.0,11.0,7.0,14.0,6.0,14.0
220140,22,65,75,3000000.0,1487,1.0,168,28.0,32.0,63.0,63.0,24.0,52.0,22.0,28.0,55.0,60.0,62.0,66.0,57.0,61.0,60.0,38.0,73.0,80.0,68.0,16.0,60.0,64.0,40.0,40.0,34.0,55.0,65.0,63.0,60.0,10.0,6.0,12.0,11.0,14.0
193260,27,65,66,6000000.0,1518,1.0,192,49.0,68.0,66.0,54.0,58.0,57.0,47.0,19.0,44.0,62.0,54.0,67.0,56.0,50.0,65.0,71.0,61.0,74.0,85.0,53.0,41.0,33.0,63.0,54.0,66.0,54.0,28.0,13.0,12.0,8.0,12.0,6.0,7.0,15.0
177389,32,65,65,3000000.0,1806,1.0,183,70.0,56.0,40.0,64.0,44.0,68.0,71.0,75.0,65.0,67.0,68.0,70.0,72.0,65.0,85.0,61.0,85.0,69.0,61.0,50.0,65.0,57.0,61.0,64.0,59.0,63.0,41.0,55.0,48.0,6.0,9.0,10.0,10.0,15.0
204782,24,65,70,2000000.0,1559,1.0,159,35.0,71.0,48.0,58.0,69.0,72.0,56.0,42.0,36.0,68.0,76.0,73.0,83.0,57.0,79.0,57.0,65.0,64.0,58.0,50.0,36.0,21.0,70.0,39.0,62.0,59.0,29.0,16.0,19.0,15.0,9.0,12.0,7.0,7.0
211438,24,65,69,3000000.0,1404,1.0,174,31.0,18.0,55.0,52.0,22.0,50.0,29.0,27.0,42.0,57.0,64.0,64.0,33.0,60.0,38.0,41.0,76.0,78.0,75.0,23.0,66.0,62.0,19.0,40.0,32.0,59.0,67.0,67.0,65.0,12.0,7.0,14.0,8.0,10.0
214510,29,65,65,1000000.0,1853,1.0,150,66.0,55.0,56.0,62.0,47.0,56.0,73.0,71.0,57.0,62.0,66.0,70.0,67.0,62.0,70.0,67.0,67.0,76.0,64.0,68.0,66.0,63.0,63.0,62.0,66.0,55.0,65.0,63.0,59.0,10.0,13.0,15.0,12.0,14.0
220654,22,65,73,3000000.0,1691,1.0,163,57.0,52.0,42.0,67.0,34.0,64.0,48.0,47.0,63.0,65.0,63.0,64.0,64.0,55.0,68.0,49.0,63.0,73.0,69.0,51.0,58.0,66.0,48.0,55.0,58.0,58.0,61.0,68.0,66.0,13.0,10.0,11.0,7.0,12.0
231406,20,65,77,6000000.0,1639,1.0,141,57.0,54.0,45.0,62.0,48.0,72.0,60.0,48.0,59.0,69.0,76.0,74.0,79.0,58.0,78.0,64.0,66.0,66.0,46.0,50.0,50.0,35.0,57.0,60.0,55.0,68.0,29.0,41.0,40.0,10.0,6.0,5.0,9.0,11.0
232174,26,65,68,4000000.0,1630,1.0,203,22.0,67.0,71.0,58.0,58.0,50.0,39.0,21.0,34.0,60.0,62.0,65.0,51.0,66.0,61.0,62.0,76.0,61.0,79.0,53.0,62.0,53.0,69.0,55.0,57.0,60.0,55.0,58.0,54.0,15.0,13.0,8.0,8.0,7.0
215279,25,65,69,2000000.0,1706,1.0,174,43.0,49.0,59.0,63.0,38.0,58.0,44.0,45.0,61.0,63.0,64.0,65.0,64.0,65.0,66.0,62.0,67.0,74.0,75.0,56.0,68.0,64.0,55.0,58.0,48.0,63.0,63.0,65.0,62.0,8.0,7.0,9.0,9.0,9.0
216303,26,65,66,2000000.0,1800,1.0,157,53.0,48.0,65.0,64.0,57.0,62.0,51.0,45.0,61.0,66.0,64.0,64.0,62.0,65.0,62.0,65.0,74.0,73.0,72.0,62.0,68.0,66.0,56.0,64.0,63.0,68.0,57.0,64.0,64.0,13.0,12.0,15.0,7.0,16.0
238319,19,65,82,4000000.0,1686,1.0,168,63.0,40.0,55.0,62.0,32.0,60.0,49.0,43.0,55.0,61.0,78.0,74.0,72.0,64.0,66.0,40.0,81.0,68.0,73.0,44.0,65.0,59.0,49.0,53.0,45.0,60.0,61.0,60.0,64.0,10.0,14.0,13.0,6.0,7.0
183023,35,65,65,2000000.0,1513,1.0,194,47.0,58.0,67.0,57.0,33.0,60.0,35.0,39.0,52.0,61.0,33.0,41.0,56.0,58.0,32.0,48.0,33.0,40.0,83.0,49.0,62.0,64.0,63.0,60.0,38.0,50.0,67.0,63.0,61.0,10.0,8.0,16.0,13.0,6.0
229872,26,65,65,1000000.0,1697,1.0,152,68.0,38.0,55.0,66.0,43.0,68.0,52.0,38.0,57.0,55.0,75.0,74.0,72.0,54.0,78.0,50.0,74.0,82.0,52.0,47.0,53.0,52.0,48.0,65.0,40.0,48.0,64.0,64.0,66.0,10.0,9.0,8.0,13.0,7.0
226033,28,65,65,1000000.0,1764,1.0,150,65.0,37.0,46.0,59.0,43.0,58.0,66.0,63.0,56.0,60.0,87.0,83.0,71.0,53.0,83.0,68.0,81.0,84.0,57.0,55.0,46.0,63.0,50.0,62.0,39.0,57.0,60.0,58.0,58.0,8.0,7.0,13.0,12.0,13.0
202482,31,65,65,3000000.0,1609,1.0,176,60.0,60.0,50.0,61.0,54.0,66.0,57.0,58.0,55.0,65.0,77.0,70.0,81.0,59.0,60.0,61.0,46.0,68.0,64.0,54.0,42.0,32.0,61.0,64.0,50.0,58.0,38.0,19.0,20.0,10.0,11.0,6.0,15.0,15.0
208370,25,65,68,2000000.0,1754,1.0,168,60.0,51.0,59.0,68.0,47.0,66.0,59.0,48.0,66.0,68.0,65.0,58.0,72.0,64.0,69.0,58.0,75.0,63.0,65.0,49.0,66.0,62.0,57.0,63.0,45.0,60.0,62.0,58.0,59.0,8.0,8.0,13.0,12.0,11.0
204787,25,65,67,2000000.0,1794,1.0,187,57.0,42.0,64.0,63.0,42.0,58.0,60.0,61.0,61.0,62.0,66.0,58.0,73.0,58.0,77.0,55.0,83.0,82.0,79.0,51.0,74.0,62.0,46.0,55.0,60.0,73.0,64.0,65.0,61.0,7.0,12.0,14.0,7.0,15.0
229875,30,65,65,3000000.0,1759,1.0,152,69.0,45.0,39.0,63.0,58.0,64.0,67.0,69.0,61.0,63.0,90.0,90.0,78.0,48.0,71.0,70.0,34.0,58.0,54.0,60.0,63.0,58.0,60.0,58.0,47.0,52.0,44.0,62.0,61.0,10.0,5.0,14.0,15.0,11.0
187379,30,65,65,1000000.0,1663,1.0,148,57.0,59.0,45.0,66.0,32.0,62.0,57.0,67.0,55.0,67.0,74.0,72.0,70.0,60.0,60.0,63.0,56.0,65.0,55.0,57.0,49.0,46.0,62.0,65.0,55.0,61.0,36.0,47.0,44.0,11.0,16.0,9.0,9.0,15.0
189171,26,65,66,3000000.0,1690,1.0,163,64.0,51.0,51.0,63.0,27.0,60.0,52.0,29.0,59.0,63.0,77.0,77.0,62.0,62.0,71.0,59.0,62.0,69.0,61.0,57.0,63.0,62.0,51.0,52.0,46.0,60.0,56.0,64.0,63.0,13.0,13.0,16.0,9.0,6.0
194035,28,65,65,1000000.0,1813,1.0,168,66.0,44.0,55.0,62.0,45.0,66.0,69.0,61.0,59.0,66.0,78.0,77.0,80.0,62.0,82.0,65.0,77.0,71.0,55.0,48.0,71.0,60.0,56.0,51.0,43.0,63.0,59.0,64.0,63.0,13.0,15.0,10.0,7.0,13.0
215540,25,65,66,2000000.0,1772,1.0,181,64.0,64.0,65.0,65.0,44.0,63.0,57.0,29.0,56.0,65.0,80.0,84.0,65.0,62.0,60.0,63.0,73.0,81.0,75.0,57.0,50.0,57.0,58.0,54.0,57.0,56.0,58.0,58.0,59.0,10.0,10.0,11.0,12.0,6.0
235252,24,65,69,2000000.0,1404,1.0,181,26.0,62.0,76.0,53.0,51.0,50.0,31.0,25.0,22.0,64.0,60.0,78.0,49.0,61.0,52.0,67.0,67.0,51.0,79.0,54.0,45.0,20.0,65.0,41.0,58.0,61.0,17.0,18.0,22.0,10.0,6.0,6.0,6.0,12.0
238580,21,65,77,3000000.0,1667,1.0,163,43.0,41.0,57.0,64.0,41.0,57.0,39.0,42.0,63.0,67.0,59.0,64.0,65.0,60.0,67.0,47.0,76.0,65.0,62.0,46.0,58.0,64.0,51.0,55.0,48.0,62.0,69.0,68.0,67.0,15.0,9.0,14.0,13.0,11.0
241140,21,65,75,4000000.0,1623,1.0,159,46.0,49.0,56.0,71.0,42.0,62.0,34.0,32.0,65.0,71.0,66.0,64.0,65.0,59.0,65.0,56.0,71.0,65.0,45.0,54.0,56.0,65.0,47.0,50.0,39.0,63.0,66.0,67.0,63.0,5.0,6.0,7.0,6.0,8.0
245748,23,65,70,2000000.0,1788,1.0,170,42.0,35.0,59.0,68.0,45.0,63.0,66.0,64.0,66.0,65.0,78.0,83.0,78.0,55.0,75.0,65.0,76.0,69.0,67.0,55.0,71.0,63.0,39.0,60.0,40.0,64.0,62.0,64.0,60.0,7.0,11.0,15.0,9.0,13.0
193268,28,65,65,1000000.0,1736,1.0,154,66.0,42.0,44.0,58.0,58.0,68.0,70.0,32.0,62.0,62.0,79.0,79.0,82.0,60.0,76.0,64.0,72.0,75.0,56.0,60.0,66.0,65.0,58.0,57.0,22.0,59.0,32.0,58.0,59.0,12.0,10.0,9.0,9.0,14.0
208885,27,65,65,2000000.0,1649,1.0,148,55.0,65.0,52.0,59.0,60.0,69.0,54.0,57.0,39.0,66.0,81.0,90.0,92.0,56.0,82.0,60.0,80.0,70.0,53.0,57.0,34.0,32.0,64.0,52.0,58.0,61.0,24.0,21.0,16.0,8.0,7.0,15.0,15.0,6.0
234229,20,65,80,8000000.0,1604,1.0,154,46.0,31.0,65.0,63.0,31.0,56.0,47.0,30.0,57.0,61.0,78.0,79.0,66.0,61.0,37.0,46.0,70.0,74.0,78.0,30.0,78.0,66.0,45.0,45.0,29.0,60.0,62.0,66.0,64.0,10.0,5.0,11.0,10.0,7.0
169461,30,65,65,5000000.0,1827,1.0,174,59.0,56.0,58.0,68.0,47.0,54.0,64.0,72.0,66.0,65.0,64.0,64.0,66.0,64.0,67.0,72.0,51.0,77.0,78.0,67.0,75.0,62.0,58.0,64.0,63.0,63.0,60.0,59.0,55.0,7.0,16.0,6.0,16.0,7.0
170229,30,65,65,4000000.0,1371,1.0,174,30.0,27.0,64.0,55.0,16.0,34.0,19.0,29.0,48.0,51.0,53.0,56.0,56.0,51.0,44.0,42.0,71.0,49.0,73.0,17.0,75.0,63.0,23.0,37.0,37.0,60.0,69.0,64.0,62.0,10.0,12.0,13.0,13.0,8.0
239093,25,65,68,4000000.0,1635,1.0,159,63.0,39.0,56.0,62.0,35.0,60.0,42.0,34.0,55.0,64.0,74.0,70.0,64.0,62.0,61.0,44.0,62.0,66.0,58.0,38.0,54.0,58.0,51.0,57.0,42.0,63.0,64.0,68.0,65.0,15.0,14.0,15.0,8.0,15.0
186869,30,65,65,1000000.0,1675,1.0,165,49.0,65.0,69.0,58.0,53.0,57.0,56.0,35.0,42.0,58.0,73.0,72.0,69.0,62.0,67.0,61.0,85.0,83.0,79.0,55.0,69.0,46.0,68.0,53.0,60.0,62.0,26.0,29.0,26.0,8.0,16.0,7.0,6.0,13.0
198134,29,65,65,3000000.0,1755,1.0,161,57.0,57.0,53.0,72.0,57.0,62.0,67.0,63.0,67.0,63.0,66.0,65.0,66.0,64.0,73.0,59.0,34.0,62.0,53.0,61.0,59.0,62.0,53.0,63.0,57.0,60.0,54.0,66.0,64.0,12.0,14.0,13.0,10.0,7.0
206070,25,65,66,1000000.0,1716,1.0,157,63.0,40.0,51.0,60.0,37.0,59.0,40.0,39.0,58.0,63.0,80.0,95.0,71.0,64.0,70.0,66.0,77.0,84.0,64.0,46.0,63.0,58.0,60.0,50.0,42.0,60.0,57.0,57.0,60.0,9.0,7.0,8.0,6.0,12.0
221686,27,65,65,4000000.0,1755,1.0,163,59.0,45.0,61.0,68.0,40.0,72.0,45.0,46.0,63.0,67.0,69.0,61.0,76.0,64.0,67.0,59.0,68.0,70.0,58.0,39.0,69.0,58.0,55.0,64.0,52.0,63.0,66.0,69.0,64.0,14.0,11.0,13.0,13.0,10.0
232438,25,65,66,4000000.0,1590,1.0,170,58.0,64.0,54.0,55.0,66.0,69.0,49.0,41.0,48.0,68.0,77.0,80.0,86.0,62.0,78.0,68.0,37.0,78.0,58.0,60.0,29.0,26.0,58.0,57.0,65.0,51.0,16.0,26.0,16.0,8.0,6.0,7.0,11.0,9.0
239350,21,65,75,3000000.0,1522,1.0,148,59.0,57.0,36.0,61.0,37.0,66.0,48.0,55.0,54.0,68.0,85.0,82.0,71.0,45.0,86.0,56.0,37.0,54.0,42.0,45.0,33.0,30.0,58.0,68.0,53.0,56.0,19.0,38.0,32.0,6.0,10.0,12.0,8.0,11.0
180726,35,65,65,1000000.0,1752,1.0,143,63.0,55.0,35.0,70.0,57.0,62.0,57.0,42.0,63.0,65.0,59.0,60.0,74.0,63.0,70.0,55.0,71.0,83.0,59.0,52.0,61.0,61.0,63.0,66.0,60.0,67.0,61.0,60.0,46.0,12.0,15.0,14.0,12.0,6.0
193014,26,65,65,5000000.0,1813,1.0,176,62.0,40.0,54.0,61.0,31.0,65.0,54.0,62.0,49.0,62.0,80.0,84.0,92.0,55.0,82.0,59.0,90.0,82.0,81.0,42.0,65.0,59.0,52.0,58.0,47.0,63.0,62.0,62.0,60.0,10.0,13.0,14.0,13.0,11.0
238839,23,65,72,11000000.0,1740,1.0,165,59.0,52.0,45.0,68.0,44.0,66.0,58.0,50.0,64.0,67.0,69.0,66.0,69.0,64.0,74.0,71.0,67.0,68.0,65.0,60.0,60.0,50.0,59.0,71.0,45.0,66.0,46.0,50.0,48.0,13.0,12.0,15.0,13.0,12.0
201208,25,65,70,2000000.0,1545,1.0,181,43.0,36.0,67.0,55.0,45.0,44.0,37.0,40.0,50.0,50.0,62.0,55.0,55.0,53.0,47.0,65.0,80.0,49.0,77.0,47.0,81.0,62.0,32.0,47.0,30.0,56.0,59.0,62.0,61.0,8.0,10.0,10.0,11.0,15.0
223224,21,65,72,3000000.0,1522,1.0,170,65.0,66.0,64.0,62.0,59.0,66.0,45.0,43.0,42.0,61.0,65.0,69.0,71.0,65.0,68.0,62.0,67.0,44.0,63.0,60.0,33.0,12.0,62.0,62.0,54.0,60.0,14.0,19.0,13.0,12.0,8.0,11.0,6.0,9.0
