ID,Name,Nationality,Club,Preferred Foot,Work Rate
210253,J. Tutuarima,Netherlands,De Graafschap,Left,High/ High
236877,Bruno Leite,Cape Verde,FK Haugesund,Right,Medium/ Medium
204622,J. Meekings,England,Dundee FC,Right,Medium/ High
222286,G. Lloris,France,OGC Nice,Left,Low/ Medium
211791,M. Konczkowski,Poland,Piast Gliwice,Right,High/ Medium
213327,A. Jovanović,Australia,Jeju United FC,Right,Low/ High
226127,C. Depres,France,Nîmes Olympique,Right,Medium/ Medium
231247,B. Cufré,Argentina,Vélez Sarsfield,Left,Medium/ Medium
235855,J. Asoro,Sweden,Swansea City,Right,High/ Medium
176207,R. Boguski,Poland,Wisła Kraków,Right,Medium/ High
184143,A. Jacobsen,Denmark,Odense Boldklub,Right,Medium/ Medium
229968,T. Agyepong,Ghana,Hibernian,Right,Medium/ Low
242768,G. Kharaishvili,Georgia,IFK Göteborg,Right,Medium/ Medium
243792,Iñigo Vicente,Spain,Athletic Club de Bilbao,Right,Medium/ Medium
205393,J. Baldwin,England,Sunderland,Right,Medium/ High
221521,R. Dekker,Netherlands,PEC Zwolle,Right,Medium/ High
225105,Cristo González,Spain,Real Madrid,Right,Medium/ Medium
240209,G. Koyalipou,France,Chamois Niortais Football Club,Right,Medium/ Low
243793,Alan Sousa,Brazil,Vejle Boldklub,Left,High/ Medium
244305,R. Ramírez,Venezuela,Fortuna Sittard,Right,Medium/ High
184657,S. Fischer,Netherlands,Vendsyssel FF,Right,Medium/ High
186449,L. Kelly,Scotland,Coventry City,Right,Medium/ Medium
190545,C. Dorda,Germany,KFC Uerdingen 05,Left,Medium/ Medium
202322,N. Næss,Norway,SC Heerenveen,Right,Medium/ Medium
214354,D. Asprilla,Colombia,Portland Timbers,Right,High/ Medium
232786,K. Endo,Japan,Yokohama F. Marinos,Right,Medium/ Medium
198740,A. Acosta,Mexico,Tigres U.A.N.L.,Left,Medium/ Medium
207956,P. Mpanzu,England,Luton Town,Right,Medium/ Medium
215380,G. Milan,Argentina,Tiburones Rojos de Veracruz,Right,Medium/ Medium
162388,K. Chiba,Japan,Sanfrecce Hiroshima,Right,Medium/ High
239956,M. Boadu,Netherlands,AZ Alkmaar,Right,High/ Medium
235093,Fran Rodríguez,Spain,UD Almería,Right,High/ Medium
239957,S. Jakubiak,Germany,Heracles Almelo,Right,Medium/ Medium
199510,N. Proschwitz,Germany,SV Meppen,Right,High/ High
226646,F. Banguero,Colombia,Millonarios FC,Left,Medium/ Medium
238678,K. Gehring,Germany,SG Sonnenhof Großaspach,Right,Medium/ High
173654,P. McGowan,Scotland,Dundee FC,Right,High/ Medium
178006,J. Pierazzi,France,GFC Ajaccio,Right,Low/ High
181846,Wang Yongpo,China PR,Tianjin Quanjian FC,Right,High/ Medium
183894,M. Sánchez,Argentina,San Martín de San Juan,Right,Medium/ Medium
203095,S. Gannon,Republic of Ireland,Dundalk,Right,High/ Medium
177495,C. Taylor,England,Blackpool,Right,Medium/ Medium
193111,R. Lange,Germany,FSV Zwickau,Left,Medium/ High
215384,A. Keita,Guinea,Os Belenenses,Right,Medium/ Medium
225368,B. Gueye,Senegal,SC Paderborn 07,Right,Medium/ Medium
239704,K. Wagner,Germany,FC Würzburger Kickers,Left,Medium/ Medium
110680,Xisco Campos,Spain,RCD Mallorca,Right,Medium/ High
200793,C. Robertson,Scotland,Rotherham United,Left,Medium/ Medium
139609,C. Conway,Scotland,Blackburn Rovers,Right,High/ Medium
229721,Jajá,Brazil,Kalmar FF,Left,Medium/ Medium
187225,O. Mendoza,Mexico,Club Tijuana,Right,Medium/ Medium
198490,A. Faltsetas,Sweden,BK Häcken,Right,Medium/ High
216154,J. Elsey,Australia,Adelaide United,Right,Medium/ High
186970,Gu Cao,China PR,Henan Jianye FC,Right,Medium/ High
235867,L. Strizzolo,Italy,Cittadella,Right,Medium/ High
236635,Juan Rodríguez,Spain,Real Sporting de Gijón,Right,Medium/ Medium
236636,A. Caci,France,RC Strasbourg Alsace,Right,Medium/ Medium
225629,T. Valls,France,Nîmes Olympique,Left,Medium/ Medium
238685,P. Herrmann,Germany,Holstein Kiel,Right,Medium/ High
183645,C. Ramsebner,Austria,LASK Linz,Right,Medium/ Medium
205406,L. Martinelli,Italy,Foggia,Right,Low/ High
145758,Freire,Brazil,Shimizu S-Pulse,Right,Medium/ Medium
242270,N. Spalek,Slovakia,Brescia,Right,High/ Low
178014,N. Madonna,Italy,Padova,Right,Medium/ Medium
185438,N. Bärkroth,Sweden,Djurgårdens IF,Right,Medium/ Low
205663,M. Busellato,Italy,Foggia,Right,Medium/ High
170591,M. Stein,Germany,FC Energie Cottbus,Right,Medium/ Medium
218464,E. Quiñones,Colombia,Millonarios FC,Left,Medium/ Medium
188257,B. Easton,Scotland,St. Johnstone FC,Left,Medium/ High
237410,V. Kravets,Ukraine,CD Lugo,Left,High/ Medium
173666,N. Law,England,Exeter City,Right,Medium/ Medium
183138,K. Pearce,Barbados,Mansfield Town,Right,Medium/ Medium
105827,P. Brożek,Poland,Wisła Kraków,Right,Medium/ Low
193123,A. Taylor,Wales,Northampton Town,Right,Medium/ High
214884,M. Nalepa,Poland,Lechia Gdańsk,Right,Medium/ Medium
222052,Lee Myung Jae,Korea Republic,Ulsan Hyundai FC,Left,High/ Medium
241252,Tang Xin,China PR,Guizhou Hengfeng FC,Left,Medium/ High
226405,A. Arregui,Argentina,San Martin de Tucumán,Right,Low/ High
228197,H. El Sayed,Egypt,Ettifaq FC,Left,High/ High
186725,D. Horst,United States,Real Salt Lake,Right,Medium/ High
204134,Álex Barrera,Spain,Extremadura UD,Right,Medium/ High
221286,Ricardo Vaz,Portugal,CF Reus Deportiu,Right,Medium/ Medium
238694,L. Röser,Germany,SG Dynamo Dresden,Right,Medium/ Medium
245350,C. Feraud,Ecuador,Al Hazem,Right,Medium/ Medium
238951,R. Eckardt,Germany,FC Carl Zeiss Jena,Right,Medium/ Medium
205672,K. Heerings,Netherlands,Fortuna Sittard,Left,Low/ High
230504,Lorenzao Masca,Brazil,Cruzeiro,Right,Medium/ Low
240744,M. Ojeda,Argentina,Racing Club,Left,Medium/ Medium
193896,P. Funk,Germany,VfR Aalen,Right,High/ High
209001,M. Fallatah,Saudi Arabia,Al Hilal,Right,High/ Low
218729,Euller,Brazil,Al Shabab,Left,High/ Medium
221801,Liao Lisheng,China PR,Guangzhou Evergrande Taobao FC,Right,High/ High
227945,S. Findlay,Scotland,Kilmarnock,Left,Medium/ Medium
229993,H. Sönmez,Turkey,Atiker Konyaspor,Right,Medium/ Medium
223594,M. Spano Rahou,France,Grenoble Foot 38,Right,Medium/ Medium
223850,L. Zarandia,Georgia,Arka Gdynia,Left,Medium/ Medium
188522,Fábinho,Brazil,Philadelphia Union,Left,High/ Medium
223339,Zé Manuel,Portugal,Santa Clara,Right,Medium/ Medium
224875,B. Innocent,Nigeria,Malmö FF,Right,Medium/ High
225387,L. Page,England,Charlton Athletic,Left,High/ Medium
228715,B. Van Durmen,Belgium,Royal Excel Mouscron,Left,Medium/ Medium
228971,Jano,Spain,SV Mattersburg,Right,Medium/ Medium
197996,E. Larsson,Sweden,Malmö FF,Right,Medium/ Medium
200812,M. Ehmer,Germany,Gillingham,Right,Medium/ Medium
224108,V. Solomon-Otabor,Nigeria,Birmingham City,Right,High/ Medium
237420,V. Janjičić,Switzerland,Hamburger SV,Right,Medium/ Medium
242028,R. Blanco,Argentina,Curicó Unido,Left,Medium/ Medium
190060,N. Toko,DR Congo,Al Fateh,Right,Medium/ High
210029,J. Rafferty,Republic of Ireland,Rochdale,Right,High/ Medium
211565,Higinio,Spain,CD Numancia,Right,High/ Medium
230509,Danilo Sacrio,Brazil,Paraná,Right,Medium/ Medium
234093,T. Szántó,Hungary,SK Rapid Wien,Right,Medium/ Medium
229742,H. Alpsoy,Turkey,Antalyaspor,Right,Medium/ High
210543,M. Migliorini,Italy,US Salernitana 1919,Right,Low/ High
230511,Emílio Trevões,Brazil,Vitória,Left,Medium/ Medium
236399,L. Bergsma,Netherlands,AZ Alkmaar,Right,Medium/ Medium
179055,A. Marciniak,Poland,Arka Gdynia,Left,Medium/ Medium
183407,S. Kotysch,Germany,Sint-Truidense VV,Right,Medium/ Medium
202864,N. Peñailillo,Chile,Deportes Iquique,Left,High/ Medium
224624,Fu Huan,China PR,Shanghai SIPG FC,Right,High/ High
226928,B. Emir,Turkey,Göztepe SK,Left,Low/ High
230512,Flávio Triginho,Brazil,Botafogo,Right,Medium/ Medium
192624,S. Ferguson,Northern Ireland,Millwall,Left,Medium/ Medium
198257,S. Sinovic,United States,Sporting Kansas City,Left,Medium/ Medium
164465,T. McMahon,England,Oxford United,Right,Medium/ High
212338,E. Ba,France,Racing Club de Lens,Right,Low/ Medium
214386,C. Ayala,Colombia,Rionegro Águilas,Right,Medium/ Medium
202611,Manuel Sánchez,Spain,Elche CF,Left,Low/ Medium
205939,O. Bulut,Germany,Eintracht Braunschweig,Right,Medium/ High
211059,R. Godínez,Mexico,Lobos BUAP,Right,Medium/ Medium
163955,S. Anderson,Scotland,St. Johnstone FC,Right,Medium/ High
231027,A. Marchesano,Switzerland,FC Zürich,Right,High/ Medium
235379,E. Ndoj,Albania,Brescia,Right,High/ High
209268,D. Rose,England,Portsmouth,Left,Medium/ High
211828,J. Oumari,Lebanon,Sagan Tosu,Left,Medium/ Medium
215668,R. Festersen,Denmark,Odense Boldklub,Right,High/ Medium
157300,J. Blayac,France,GFC Ajaccio,Right,Medium/ Low
242036,M. Ljujić,Serbia,Os Belenenses,Left,Medium/ Low
52340,M. Marić,Switzerland,FC Lugano,Right,Low/ Medium
163445,L. Frecklington,Republic of Ireland,Lincoln City,Right,Medium/ Medium
191861,Dong Xuesheng,China PR,Hebei China Fortune FC,Right,High/ Low
225654,J. Düker,Germany,SC Paderborn 07,Left,Medium/ Medium
236918,A. Dreyer,Denmark,Brighton & Hove Albion,Left,High/ Medium
211831,D. Mast,Germany,FC Würzburger Kickers,Left,Medium/ Medium
239479,S. Scappini,Italy,Cittadella,Right,High/ Low
216184,S. Nutz,Austria,SCR Altach,Left,Medium/ Medium
218744,J. Byrne,Republic of Ireland,Shamrock Rovers,Right,Medium/ Medium
230264,Dilson Calegari,Brazil,Vitória,Left,Medium/ Medium
183160,Cris,Portugal,CD Feirense,Right,Medium/ Medium
197241,K. Pannewitz,Germany,FC Carl Zeiss Jena,Right,Medium/ Medium
201081,B. Kopacz,Poland,Zagłębie Lubin,Right,Medium/ Medium
156025,H. Patronen,Finland,HJK Helsinki,Right,Medium/ High
224633,He Guan,China PR,Shanghai SIPG FC,Right,Low/ High
182905,V. Skjerve,Norway,FK Haugesund,Right,Medium/ Medium
190585,S. Williams,United States,LA Galaxy,Right,High/ High
214906,A. Hughes,Wales,Preston North End,Left,Medium/ High
234874,M. Jansen,Germany,SV Sandhausen,Right,Medium/ Medium
235642,R. Yates,England,Nottingham Forest,Right,High/ High
235899,D. Zeefuik,Netherlands,FC Groningen,Right,Medium/ Medium
178043,F. Della Rocca,Italy,Padova,Left,Medium/ Medium
216444,M. Gouaida,Tunisia,SV Sandhausen,Left,Medium/ Medium
220028,S. Adekugbe,Canada,Vålerenga Fotball,Left,High/ Medium
187004,M. Maâzou,Niger,Racing Club de Lens,Right,High/ Medium
207741,M. Lieder,Netherlands,SønderjyskE,Right,High/ Medium
223357,W. Kaptoum,Cameroon,Real Betis,Right,Medium/ Medium
177278,D. Rangelov,Bulgaria,FC Energie Cottbus,Right,High/ Medium
200319,B. Coker,England,Southend United,Left,High/ Medium
221567,Sim Sang Min,Korea Republic,FC Seoul,Left,Medium/ Medium
210304,H. Zuck,Germany,1. FC Kaiserslautern,Left,Medium/ Medium
222080,H. Zapata,Colombia,La Equidad,Right,Medium/ Medium
172928,C. Lines,England,Bristol Rovers,Right,Medium/ Medium
190592,M. Sollbauer,Austria,Wolfsberger AC,Right,Medium/ High
203137,R. Jansson,Sweden,AIK,Left,Medium/ Medium
208513,A. Guido,United States,Club Tijuana,Right,Medium/ Medium
212353,I. González,Mexico,Monarcas Morelia,Right,Medium/ High
213377,H. Al Hazaa,Saudi Arabia,Ettifaq FC,Right,High/ Low
215169,F. Castillón,Argentina,Club Atlético Aldosivi,Right,High/ Low
228225,W. Harding,England,Birmingham City,Right,Medium/ Medium
177793,G. Tansey,England,Aberdeen,Right,Medium/ Medium
186241,H. Ojamaa,Estonia,Miedź Legnica,Right,High/ High
214914,M. Ríos,Chile,Deportes Iquique,Right,Medium/ Medium
242050,E. Sosa,Venezuela,Columbus Crew SC,Right,Medium/ Medium
213635,T. Lapslie,England,Colchester United,Right,Medium/ High
226179,M. Sauer,Germany,SpVgg Greuther Fürth,Right,Medium/ Medium
239491,J. Álvarez,Argentina,Club Atlético Banfield,Right,High/ Medium
204164,A. Ludwig,Denmark,Odense Boldklub,Left,Medium/ Medium
205956,C. Dunne,Republic of Ireland,Motherwell,Left,Medium/ High
224388,J. Gómez,Colombia,Junior FC,Right,Medium/ Medium
231044,J. Aribo,England,Charlton Athletic,Left,Medium/ Medium
232580,Gabriel,Brazil,LOSC Lille,Left,Low/ High
234372,C. Machado,Bolivia,New England Revolution,Right,Medium/ High
191108,S. McConville,England,Accrington Stanley,Right,High/ Medium
193412,D. Drocco,Argentina,Club Atlético Huracán,Right,High/ High
216709,A. Sušac,Croatia,VfL Osnabrück,Right,Medium/ Medium
229509,M. Perlak,Austria,SV Mattersburg,Right,High/ High
165509,B. Clarke,Republic of Ireland,Charlton Athletic,Left,High/ High
232581,Eduardo,Brazil,Kawasaki Frontale,Left,Medium/ Medium
199046,K. Dawson,Republic of Ireland,Cheltenham Town,Right,High/ High
220038,H. McGahey,England,Rochdale,Right,Medium/ Medium
232070,R. Caballero,Paraguay,Rionegro Águilas,Left,High/ Medium
236166,Ever Rodeiro,Brazil,Botafogo,Right,Medium/ High
187014,C. Cercado,Mexico,Lobos BUAP,Left,Low/ Medium
197511,H. Al Raheb,Saudi Arabia,Al Shabab,Right,High/ Medium
198279,C. Schuler,United States,Orlando City SC,Left,Low/ High
199815,S. Mantom,England,Southend United,Right,Medium/ Medium
209287,J. Dongou Tsafack,Cameroon,CD Lugo,Right,High/ Medium
216199,P. Mainka,Germany,1. FC Heidenheim 1846,Right,Medium/ Medium
172423,A. Kantari,Morocco,Valenciennes FC,Left,Medium/ Medium
245383,T. Mavromatis,Greece,Panathinaikos FC,Left,Low/ High
224648,Li Lei,China PR,Beijing Sinobo Guoan FC,Left,High/ Medium
236168,Raphael Doninho,Brazil,Grêmio,Right,High/ Medium
177544,K. Bülow,Germany,FC Hansa Rostock,Right,Low/ Medium
199049,R. Magyar,Sweden,SpVgg Greuther Fürth,Right,Medium/ Medium
208521,F. Brillant,France,DC United,Right,Medium/ Medium
157321,K. Tamada,Japan,Nagoya Grampus,Left,Medium/ Medium
223369,M. Ballmert,Germany,SV Meppen,Right,Medium/ High
226697,M. Laínez,Mexico,Lobos BUAP,Left,High/ Medium
207754,K. Mayi,France,Stade Brestois 29,Right,Medium/ Medium
232586,K. Koizumi,Japan,Kashiwa Reysol,Right,Medium/ Medium
202123,C. Aneke,England,Milton Keynes Dons,Right,Medium/ Medium
206219,Juan Cruz,Spain,Elche CF,Left,Medium/ High
232331,E. Aydoğan,Turkey,Bursaspor,Left,High/ Medium
243851,V. Pule,South Africa,Orlando Pirates,Left,High/ Medium
170636,A. Lithgow,Scotland,Livingston FC,Right,Medium/ High
201869,R. Teibert,Canada,Vancouver Whitecaps FC,Left,Medium/ High
214669,M. Figueroa,Argentina,San Martin de Tucumán,Right,High/ Low
231821,Z. Al Sahafi,Saudi Arabia,Al Ittihad,Right,Medium/ High
235149,J. Schouten,Netherlands,Excelsior,Right,Medium/ Medium
238989,R. Rep,Slovenia,TSV Hartberg,Left,Medium/ Medium
183437,M. Rubin,Italy,Foggia,Left,High/ Medium
184461,L. Guldan,Slovakia,Zagłębie Lubin,Right,Low/ High
189325,C. Telo,Sweden,Molde FK,Right,High/ Medium
208014,M. Pearson,England,Luton Town,Right,Medium/ Medium
233870,Ricardo Alves,Portugal,CD Tondela,Right,Medium/ Medium
235918,T. Paredes,Paraguay,Newell's Old Boys,Right,Low/ Medium
236174,Kauã Reisende,Brazil,Bahia,Right,Medium/ Medium
193166,L. Madrigal,Mexico,Monterrey,Right,High/ Low
203151,Augusto César,Brazil,Querétaro,Right,Medium/ Medium
152463,D. Holm,Norway,Vålerenga Fotball,Left,Medium/ Medium
179855,J. Beckford,Jamaica,Bury,Right,Medium/ Low
189839,N. Crovetto,Chile,Audax Italiano,Left,Medium/ Medium
232848,Y. Maruyama,Japan,Nagoya Grampus,Left,Low/ High
234640,B. Jatta,Gambia,Hamburger SV,Right,Low/ Medium
192912,G. Merebashvili,Georgia,Wisła Płock,Right,High/ Medium
657,D. Vaughan,Wales,Notts County,Left,Medium/ High
225169,T. Mauricio,France,Valenciennes FC,Left,High/ Medium
233105,K. Dougall,Australia,Barnsley,Right,Medium/ Medium
186513,D. Arreola,Mexico,Puebla FC,Left,Low/ High
202131,J. Cousins,England,Queens Park Rangers,Right,Medium/ High
214419,J. Duma,Argentina,CD Antofagasta,Right,High/ Low
243859,J. Martínez,Peru,CF Rayo Majadahonda,Right,Medium/ Low
205460,C. Schoppenhauer,Germany,FC St. Pauli,Right,Low/ Medium
244884,M. Pellegrini,Argentina,Estudiantes de La Plata,Left,Medium/ High
144021,C. Schwegler,Switzerland,FC Luzern,Right,High/ Medium
155541,K. Petersen,Denmark,Odense Boldklub,Right,Low/ High
223125,J. Vet,Netherlands,De Graafschap,Right,Medium/ High
232853,H. Kawano,Japan,Sagan Tosu,Left,Medium/ Medium
233109,F. Stokkers,Netherlands,Fortuna Sittard,Right,High/ Medium
193173,M. Lund,Northern Ireland,Scunthorpe United,Right,Medium/ Medium
200086,M. Jankowski,Poland,Arka Gdynia,Right,Medium/ Medium
232342,M. Lugo,Paraguay,Belgrano de Córdoba,Left,Medium/ Low
232598,D. Niwa,Japan,FC Tokyo,Right,Medium/ Medium
235670,R. Lundqvist,Sweden,PSV,Right,Medium/ Medium
241814,S. Muniru,Ghana,Yeni Malatyaspor,Right,Medium/ Medium
203415,J. Reeves,England,Bradford City,Right,High/ High
161943,E. Ward,England,Notts County,Right,Medium/ Medium
202904,J. Tamm,Estonia,Sarpsborg 08 FF,Left,Medium/ Medium
212120,M. Heylen,Belgium,SV Zulte-Waregem,Right,Medium/ Medium
222104,T. Adarabioyo,England,West Bromwich Albion,Right,Medium/ Medium
169112,L. Martin,England,Exeter City,Right,High/ Medium
194200,Trujillo,Spain,UD Almería,Right,Low/ Medium
220569,E. Babayan,Armenia,Hobro IK,Right,High/ Low
243609,Diogo Santos,Portugal,Santa Clara,Right,Medium/ High
244377,T. Borevković,Croatia,Rio Ave FC,Right,Medium/ Medium
183449,J. Jacobson,Wales,Wycombe Wanderers,Left,Medium/ Medium
199578,Benja,Spain,Elche CF,Right,Medium/ High
233114,J. Riley,England,Bradford City,Right,Medium/ Medium
191130,Filipe Brigues,Portugal,GD Chaves,Right,Medium/ Medium
199323,J. Zelený,Czech Republic,SK Slavia Praha,Left,Medium/ Medium
215195,S. Svendsen,Norway,Hammarby IF,Right,High/ Medium
225435,J. Moreno,Colombia,Once Caldas,Left,Low/ Medium
245403,H. Rivero,Argentina,Deportivo Pasto,Right,Medium/ Low
190619,M. Grella,United States,Columbus Crew SC,Right,Medium/ Medium
206492,A. Sané,Senegal,FC Sochaux-Montbéliard,Right,Medium/ Low
214172,F. Castillo,Colombia,Jaguares de Córdoba,Left,High/ Medium
215196,M. Galmarini,Argentina,Club Atlético Tigre,Right,Medium/ Medium
215708,A. Monfray,France,US Orléans Loiret Football,Right,Medium/ Medium
244892,S. Diop,France,AS Monaco,Right,Medium/ Low
224669,Yin Hongbo,China PR,Hebei China Fortune FC,Left,High/ Medium
181149,A. Hainault,Canada,1. FC Kaiserslautern,Right,Medium/ Medium
202654,D. Čotra,Serbia,Śląsk Wrocław,Left,High/ Medium
217758,C. Washington,Northern Ireland,Sheffield United,Right,High/ High
177310,F. Nimani,France,Neuchâtel Xamax,Left,Medium/ Medium
152735,M. Doyle,Republic of Ireland,Coventry City,Left,Medium/ High
236703,D. Raum,Germany,SpVgg Greuther Fürth,Left,Medium/ Medium
238495,V. Retamal,Chile,Unión La Calera,Right,Medium/ Medium
241823,A. Cruz,Mexico,Lobos BUAP,Left,Low/ Medium
189343,M. Bruscagin,Italy,Venezia FC,Right,Medium/ High
213152,C. Morris,England,Norwich City,Right,Medium/ Medium
212385,A. Syhre,Germany,FC Würzburger Kickers,Right,Medium/ Medium
214177,L. Paz,Colombia,Deportes Tolima,Right,Low/ Medium
215969,L. Dos Santos,France,Valenciennes FC,Right,Medium/ Medium
156321,A. Akinfenwa,England,Wycombe Wanderers,Right,Low/ Low
221857,Jin Jingdao,China PR,Shandong Luneng TaiShan FC,Right,Medium/ Medium
229793,B. Tetteh,Ghana,Sparta Praha,Right,High/ Medium
235425,D. Jones,United States,Philadelphia Union,Left,High/ High
237217,N. Hansen,Denmark,Columbus Crew SC,Right,High/ Medium
186529,T. Beltran,United States,Real Salt Lake,Right,Medium/ Medium
189345,D. Peitz,Germany,Holstein Kiel,Left,Low/ High
211618,D. Starkl,Austria,FC Admira Wacker Mödling,Right,Medium/ Medium
213922,D. Erdmann,Germany,1. FC Magdeburg,Right,Medium/ High
214178,J. Vela,Colombia,Boyacá Chicó FC,Left,High/ Low
227746,A. Jakobsen,Egypt,IFK Norrköping,Right,Medium/ Low
171682,R. Miller,Costa Rica,Portland Timbers,Left,High/ Medium
241570,U. Cardona,Mexico,Club Atlas,Left,Medium/ Medium
184482,J. Karacan,Turkey,Millwall,Right,Medium/ Medium
226723,L. Saldaña,Colombia,Alianza Petrolera,Left,Medium/ High
177315,G. Roberts,England,Wigan Athletic,Left,High/ Medium
193187,K. Bennett,England,Bristol Rovers,Right,High/ Medium
216484,C. Tanner,England,Motherwell,Left,Medium/ Medium
223652,S. Ernst,Germany,SpVgg Greuther Fürth,Left,Medium/ High
162980,A. Taylor,England,Bolton Wanderers,Left,Medium/ Medium
232612,K. Yonekura,Japan,Gamba Osaka,Right,High/ Medium
235172,Rúben Vinagre,Portugal,Wolverhampton Wanderers,Left,High/ Medium
182180,M. Drudi,Italy,Cittadella,Right,Medium/ Medium
188580,K. Ilsø,Denmark,Adelaide United,Right,Medium/ Low
228261,V. Moren,Finland,Waasland-Beveren,Right,Low/ Medium
241829,Lucas,Brazil,SC Braga,Right,Medium/ Medium
193701,J. Norwood,England,Tranmere Rovers,Right,High/ Medium
209062,P. Frick,Sweden,IF Elfsborg,Right,High/ Medium
213670,I. Ssewankambo,Sweden,Molde FK,Right,High/ Medium
229286,T. Skarke,Germany,1. FC Heidenheim 1846,Right,Medium/ Medium
236198,Luis Marleiro,Brazil,América FC (Minas Gerais),Left,Medium/ Medium
246182,M. Pulkrab,Czech Republic,Sparta Praha,Right,High/ High
193958,L. Brown,England,Portsmouth,Left,High/ High
207783,R. Gaddis,United States,Philadelphia Union,Right,Medium/ High
228007,Lee Yeong Jae,Korea Republic,Ulsan Hyundai FC,Left,Medium/ Medium
244391,F. Sakala,Zambia,KV Oostende,Right,Medium/ Low
191911,Park Jun Tae,Korea Republic,Jeonnam Dragons,Left,High/ Low
209320,N. Saint-Ruf,France,AS Nancy Lorraine,Right,Low/ Medium
173480,A. Lienhart,Austria,SCR Altach,Right,High/ Medium
189352,M. Sema,Sweden,GIF Sundsvall,Right,High/ Medium
205481,M. Bennett,England,Derby County,Right,High/ Medium
206249,N. Hasler,Liechtenstein,Chicago Fire,Right,Medium/ High
211881,Q. Moll,Germany,TSV 1860 München,Right,Medium/ Medium
152745,M. Woods,Scotland,Dundee FC,Left,Medium/ Medium
189865,D. Templeton,Scotland,Burton Albion,Right,High/ Low
191657,Lim Sang Hyub,Korea Republic,Suwon Samsung Bluewings,Left,High/ Low
232874,S. Yamamoto,Japan,Kashima Antlers,Right,High/ Medium
223147,J. Biada,Germany,1. FC Kaiserslautern,Right,Medium/ Medium
221356,D. Mahmudov,FYR Macedonia,Excelsior,Right,High/ Medium
173484,Aitor,Spain,Extremadura UD,Right,Medium/ High
243628,A. Vukotić,Serbia,Waasland-Beveren,Left,Medium/ Medium
189868,M. Marshall,Jamaica,Charlton Athletic,Left,High/ Medium
211373,N. Mohammed,Ghana,BK Häcken,Right,Medium/ Medium
163757,J. Walsh,Wales,Milton Keynes Dons,Left,Medium/ Medium
239021,T. Bergmann,Germany,1. FC Kaiserslautern,Right,High/ Medium
199598,Jony Ñíguez,Spain,Elche CF,Right,Medium/ Medium
221358,J. Rossiter,England,Rangers FC,Right,Medium/ High
232879,R. Nagaki,Japan,Kashima Antlers,Right,Medium/ High
168879,M. Al Shalhoub,Saudi Arabia,Al Hilal,Left,Medium/ Low
51887,A. Le Tallec,France,US Orléans Loiret Football,Right,Medium/ Low
183471,D. Vidošić,Australia,Melbourne City FC,Right,Medium/ Low
231344,M. Koné,Senegal,SG Dynamo Dresden,Right,High/ Medium
180400,Isidoro,Spain,FK Bodø/Glimt,Right,Low/ Medium
200369,O. Halvorsen,Norway,Sarpsborg 08 FF,Right,High/ High
223665,F. Ciampichetti,Argentina,CD Antofagasta,Right,High/ Medium
224690,Li Ang,China PR,Jiangsu Suning FC,Right,Medium/ Medium
139443,Cho Won Hee,Korea Republic,Suwon Samsung Bluewings,Right,Medium/ High
230835,J. Drolè,Ivory Coast,Antalyaspor,Right,High/ Low
233139,C. Itten,Switzerland,FC St. Gallen,Right,High/ Medium
235955,R. Guitane,France,Stade Rennais FC,Left,Medium/ Medium
206004,J. Ojala,Finland,BK Häcken,Right,Medium/ Medium
214709,J. Abarca,Chile,San Luis de Quillota,Right,Medium/ High
227509,E. Ómarsson,Iceland,Excelsior,Right,High/ Medium
233141,T. Hasegawa,Japan,Kawasaki Frontale,Right,High/ Low
233397,A. Diawusie,Germany,FC Ingolstadt 04,Right,Medium/ Medium
168629,I. Khalili,Palestine,Hammarby IF,Left,Medium/ Medium
238005,J. Żubrowski,Poland,Korona Kielce,Right,Medium/ Medium
215990,O. Benítez,Argentina,CD Palestino,Left,Low/ Medium
224438,A. Buksa,Poland,Pogoń Szczecin,Right,Medium/ Low
237750,K. Tokura,Japan,Hokkaido Consadole Sapporo,Left,High/ Low
245686,C. Madu,Nigeria,CD Nacional,Right,Medium/ Medium
200375,T. van de Pavert,Netherlands,De Graafschap,Left,Medium/ Medium
201911,W. Keane,England,Hull City,Right,Medium/ Medium
208311,S. Branca,Italy,Cittadella,Right,Medium/ Medium
229815,N. Antonitsch,Austria,FSV Zwickau,Right,Medium/ High
232375,T. Umesaki,Japan,Shonan Bellmare,Right,High/ Low
232887,A. Nakamura,Japan,Kashima Antlers,Right,Medium/ Medium
192695,N. Thompson,England,Portsmouth,Right,Medium/ High
212664,A. Kolev,Bulgaria,Arka Gdynia,Right,High/ Medium
225720,G. Bijl,Netherlands,FC Emmen,Right,High/ Medium
173752,C. Gunter,Wales,Reading,Right,High/ High
176568,A. Marin,France,AC Ajaccio,Right,Medium/ Medium
202169,J. Gatt,United States,SCR Altach,Right,High/ Medium
215993,D. Miloc,Argentina,Club Atlético Aldosivi,Right,Medium/ High
223673,M. Wostry,Austria,LASK Linz,Right,Medium/ High
233145,K. Moriya,Japan,Kawasaki Frontale,Right,Medium/ Medium
233401,A. Sigurðarson,Iceland,IK Start,Right,High/ Medium
221626,D. Lowe,Jamaica,IK Start,Right,Medium/ Medium
204987,B. Blume,Denmark,Aarhus GF,Right,Medium/ Low
210619,Jordi Quintillà,Spain,FC St. Gallen,Left,Medium/ Medium
242619,C. Doucouré,Mali,Racing Club de Lens,Right,Medium/ Medium
